,case,choice,cost,ivt,ovt,freq
857,1253,0,93.1,329,0,0
858,1254,0,77.4,448,110,2
859,1254,1,157.5,58,149,36
860,1254,0,99.75,336,0,0
861,1255,0,91.0,449,93,2
862,1255,1,186.9,69,149,45
863,1255,0,113.24,384,0,0
864,1257,0,76.1,430,75,2
865,1257,1,174.15,69,125,45
866,1257,0,114.38,379,0,0
867,1260,1,83.55,449,75,2
868,1260,0,176.9,69,129,45
869,1260,0,112.48,365,0,0
870,1262,0,83.55,449,75,2
871,1262,1,176.9,69,129,45
872,1262,0,112.48,365,0,0
873,1263,0,82.5,449,77,2
874,1263,1,184.9,69,134,45
875,1263,0,113.43,372,0,0
876,1264,0,80.2,430,95,2
877,1264,0,186.9,69,149,45
878,1264,1,109.06,361,0,0
879,1270,0,84.5,394,95,3
880,1270,1,187.25,69,138,45
881,1270,0,117.8,386,0,0
882,1271,0,83.0,394,115,3
883,1271,0,187.5,69,150,45
884,1271,1,127.87,424,0,0
885,1274,0,80.0,394,75,3
886,1274,1,181.55,69,118,45
887,1274,0,114.19,377,0,0
888,1275,0,78.0,394,67,3
889,1275,1,187.45,69,115,45
890,1275,0,114.19,377,0,0
891,1276,0,60.7,233,90,4
892,1276,0,149.65,60,125,6
893,1276,1,48.83,170,0,0
894,1277,0,59.2,233,85,4
895,1277,0,149.65,60,125,6
896,1277,1,43.51,146,0,0
897,1308,0,86.0,394,105,3
898,1308,1,190.25,69,135,45
899,1308,0,124.64,429,0,0
900,1309,0,74.1,375,75,3
901,1309,1,177.5,69,106,45
902,1309,0,112.67,373,0,0
903,1316,0,76.55,394,75,3
904,1316,1,180.25,69,110,45
905,1316,0,110.77,360,0,0
906,1319,0,76.0,394,70,3
907,1319,1,180.9,69,113,45
908,1319,0,111.72,366,0,0
909,1320,0,77.0,394,80,3
910,1320,1,189.85,69,125,45
911,1320,0,112.67,373,0,0
912,1321,0,79.0,394,110,3
913,1321,1,186.85,69,145,45
914,1321,0,124.45,410,0,0
915,1322,0,52.6,221,79,4
916,1322,0,146.3,60,115,6
917,1322,1,46.74,161,0,0
918,1349,0,81.6,370,87,4
919,1349,1,186.9,69,120,45
920,1349,0,114.76,393,0,0
921,1350,0,81.05,370,74,4
922,1350,1,178.9,69,107,45
923,1350,0,115.9,387,0,0
924,1351,0,79.6,370,79,4
925,1351,1,178.9,69,107,45
926,1351,0,115.9,387,0,0
927,1352,0,71.7,351,69,4
928,1352,1,174.15,69,96,45
929,1352,0,115.9,387,0,0
930,1355,0,74.15,370,69,4
931,1355,1,176.9,69,100,45
932,1355,0,114.0,374,0,0
933,1359,1,73.6,370,64,4
934,1359,0,177.55,69,103,45
935,1359,0,114.95,381,0,0
936,1360,0,73.6,370,64,4
937,1360,1,177.55,69,103,45
938,1360,0,114.95,381,0,0
939,1361,0,71.6,370,56,4
940,1361,1,183.45,69,100,45
941,1361,0,114.95,381,0,0
942,1365,0,75.1,370,74,4
943,1365,1,183.25,69,113,45
944,1365,0,116.28,382,0,0
945,1368,0,106.35,507,80,2
946,1368,1,204.3,84,88,4
947,1368,0,155.42,507,0,0
948,1369,0,106.9,534,88,2
949,1369,1,205.3,84,96,4
950,1369,0,155.99,512,0,0
951,1371,0,77.6,370,109,4
952,1371,0,186.9,69,140,45
953,1371,1,139.46,460,0,0
954,1372,0,76.6,370,104,4
955,1372,1,183.5,69,135,45
956,1372,0,127.68,425,0,0
957,1373,0,83.6,370,144,4
958,1373,1,213.3,84,140,4
959,1373,0,143.64,487,0,0
960,1374,0,111.6,534,120,2
961,1374,1,213.3,84,130,4
962,1374,0,173.28,572,0,0
963,1375,0,112.6,534,140,2
964,1375,1,213.3,84,100,4
965,1375,0,195.32,682,0,0
966,1377,0,54.1,221,95,4
967,1377,0,146.3,60,121,6
968,1377,1,47.31,163,0,0
969,1379,0,76.1,350,120,4
970,1379,0,164.9,58,161,36
971,1379,1,74.29,248,0,0
972,1380,0,57.1,221,105,4
973,1380,0,161.5,58,126,36
974,1380,1,78.09,264,0,0
975,1393,0,83.1,370,103,4
976,1393,0,186.9,69,126,45
977,1393,1,115.33,395,0,0
978,1394,0,82.55,370,90,4
979,1394,1,178.9,69,113,45
980,1394,0,116.47,390,0,0
981,1395,1,73.2,351,85,4
982,1395,0,174.15,69,102,45
983,1395,0,116.47,390,0,0
984,1396,0,73.2,351,85,4
985,1396,1,174.15,69,102,45
986,1396,0,116.47,390,0,0
987,1401,0,75.65,370,85,4
988,1401,1,176.9,69,106,45
989,1401,0,114.57,376,0,0
990,1403,0,73.1,370,72,4
991,1403,1,183.45,69,106,45
992,1403,0,115.52,383,0,0
993,1405,0,74.6,370,87,4
994,1405,1,184.9,69,111,45
995,1405,0,115.52,383,0,0
996,1406,1,78.1,370,120,4
997,1406,0,183.5,69,141,45
998,1406,0,128.25,427,0,0
999,1407,0,78.1,370,120,4
1000,1407,1,183.5,69,141,45
1001,1407,0,128.25,427,0,0
1002,1410,0,34.4,71,84,4
1003,1410,0,11.65,70,85,1
1004,1410,1,24.89,105,0,0
1005,1414,0,35.4,71,102,4
1006,1414,0,19.41,119,75,4
1007,1414,1,31.35,128,0,0
1008,1539,1,72.7,351,80,4
1009,1539,0,170.75,69,87,45
1010,1539,0,106.78,372,0,0
1011,1540,0,72.7,351,80,4
1012,1540,1,170.75,69,87,45
1013,1540,0,106.78,372,0,0
1014,1622,0,78.6,370,145,4
1015,1622,1,183.5,69,126,45
1016,1622,0,93.1,322,0,0
1017,1638,0,74.45,351,83,4
1018,1638,1,177.3,69,99,45
1019,1638,0,96.52,332,0,0
1020,1643,1,94.2,558,84,2
1021,1643,0,183.5,69,156,45
1022,1643,0,129.01,436,0,0
1023,1644,1,95.4,558,104,2
1024,1644,0,183.5,69,161,45
1025,1644,0,134.52,460,0,0
1026,1645,1,96.4,558,109,2
1027,1645,0,209.9,84,151,4
1028,1645,0,157.51,560,0,0
1029,1657,0,82.6,370,130,4
1030,1657,1,183.5,69,151,45
1031,1657,0,132.24,450,0,0
1032,1660,0,39.4,71,90,4
1033,1660,0,10.8,70,80,1
1034,1660,1,26.79,94,0,0
1035,1662,0,40.4,71,108,4
1036,1662,0,18.56,119,70,4
1037,1662,1,33.25,117,0,0
1038,1663,0,36.0,36,140,4
1039,1663,0,10.8,70,80,1
1040,1663,1,30.02,118,0,0
1041,1691,0,73.5,412,65,3
1042,1691,1,173.75,69,87,45
1043,1691,0,108.68,361,0,0
1044,1704,0,99.2,558,90,2
1045,1704,1,186.5,69,156,45
1046,1704,0,130.91,425,0,0
1047,1705,0,100.4,558,110,2
1048,1705,1,186.5,69,161,45
1049,1705,0,136.42,449,0,0
1050,1706,0,101.4,558,115,2
1051,1706,1,212.9,84,151,4
1052,1706,0,159.41,549,0,0
1053,1718,0,29.4,71,85,4
1054,1718,0,11.95,70,105,1
1055,1718,1,22.61,88,0,0
1056,1722,0,30.4,71,103,4
1057,1722,0,19.71,119,95,4
1058,1722,1,29.07,111,0,0
1059,1777,0,72.1,285,100,5
1060,1777,1,179.15,69,79,45
1061,1777,0,104.5,355,0,0
1062,1806,0,77.2,304,165,5
1063,1806,1,191.9,69,118,45
1064,1806,0,90.82,306,0,0
1065,1810,0,73.85,285,103,5
1066,1810,1,185.7,69,91,45
1067,1810,0,94.24,316,0,0
1068,1816,0,81.2,304,150,5
1069,1816,1,191.9,69,133,45
1070,1816,0,132.62,438,0,0
1071,1818,0,25.05,35,70,3
1072,1818,0,9.47,70,75,1
1073,1818,1,14.06,56,0,0
1074,1822,1,26.75,63,51,1
1075,1822,0,10.47,70,85,1
1076,1822,0,18.62,68,0,0
1077,1823,1,27.55,71,60,4
1078,1823,0,11.47,70,90,1
1079,1823,0,20.52,74,0,0
1080,1825,0,27.55,71,60,4
1081,1825,0,11.47,70,90,1
1082,1825,1,20.52,74,0,0
1083,1828,0,28.55,71,78,4
1084,1828,0,19.23,119,80,4
1085,1828,1,26.98,97,0,0
1086,2208,1,70.25,285,75,5
1087,2208,0,183.75,69,99,45
1088,2208,0,102.41,341,0,0
1089,2220,0,70.25,285,75,5
1090,2220,1,183.75,69,99,45
1091,2220,0,102.41,341,0,0
1092,2352,0,75.35,304,140,5
1093,2352,1,196.5,69,138,45
1094,2352,0,88.73,292,0,0
1095,2369,1,72.0,285,78,5
1096,2369,0,190.3,69,111,45
1097,2369,0,92.15,302,0,0
1098,2370,0,72.0,285,78,5
1099,2370,1,190.3,69,111,45
1100,2370,0,92.15,302,0,0
1101,2385,0,79.35,304,125,5
1102,2385,1,196.5,69,153,45
1103,2385,0,130.53,424,0,0
1104,2386,0,75.35,304,115,5
1105,2386,0,196.5,69,143,45
1106,2386,1,125.97,414,0,0
1107,2391,1,79.35,304,125,5
1108,2391,0,196.5,69,163,45
1109,2391,0,127.87,419,0,0
1110,2397,0,72.1,285,76,5
1111,2397,1,174.15,69,86,45
1112,2397,0,103.36,348,0,0
1113,2399,1,77.2,304,116,5
1114,2399,0,186.9,69,130,45
1115,2399,0,126.92,420,0,0
1116,2409,0,25.9,35,85,3
1117,2409,0,8.75,70,78,1
1118,2409,1,11.21,52,0,0
1119,2410,0,29.9,71,85,4
1120,2410,0,11.4,70,105,1
1121,2410,1,22.04,85,0,0
1122,2414,0,30.9,71,103,4
1123,2414,0,19.16,119,95,4
1124,2414,1,28.5,108,0,0
1125,2521,1,72.6,285,100,5
1126,2521,0,180.6,69,95,45
1127,2521,0,103.93,352,0,0
1128,2524,0,72.6,285,100,5
1129,2524,1,180.6,69,95,45
1130,2524,0,103.93,352,0,0
1131,2575,0,77.7,304,165,5
1132,2575,1,193.35,69,134,45
1133,2575,0,90.25,303,0,0
1134,2596,1,81.7,304,150,5
1135,2596,0,193.35,69,149,45
1136,2596,0,132.05,435,0,0
1137,2601,0,26.9,35,95,3
1138,2601,0,9.55,70,93,1
1139,2601,1,16.15,71,0,0
1140,2709,0,89.2,558,85,2
1141,2709,1,195.15,69,170,45
1142,2709,0,126.73,419,0,0
1143,2710,0,90.4,558,105,2
1144,2710,1,195.15,69,175,45
1145,2710,0,132.24,443,0,0
1146,2711,0,91.4,558,110,2
1147,2711,1,221.55,84,165,4
1148,2711,0,155.23,544,0,0
1149,2721,0,30.4,71,99,4
1150,2721,0,10.8,70,110,1
1151,2721,1,24.89,105,0,0
1152,2727,0,73.1,285,114,5
1153,2727,1,174.15,69,86,45
1154,2727,0,106.78,372,0,0
1155,2729,0,31.4,71,103,4
1156,2729,0,15.8,70,115,1
1157,2729,1,25.46,108,0,0
1158,2767,0,74.1,285,118,5
1159,2767,1,182.15,69,106,45
1160,2767,0,107.35,375,0,0
1161,2787,0,91.2,558,103,2
1162,2787,1,194.9,69,175,45
1163,2787,0,129.58,439,0,0
1164,2788,0,92.4,558,123,2
1165,2788,1,194.9,69,180,45
1166,2788,0,135.09,463,0,0
1167,2789,0,93.4,558,128,2
1168,2789,1,221.3,84,170,4
1169,2789,0,158.08,563,0,0
1170,2792,0,30.4,71,85,4
1171,2792,0,10.8,70,105,1
1172,2792,1,25.46,108,0,0
1173,2798,0,73.1,285,100,5
1174,2798,1,183.15,69,101,45
1175,2798,0,107.35,375,0,0
1176,2801,0,82.2,304,150,5
1177,2801,1,195.9,69,155,45
1178,2801,0,135.47,458,0,0
1179,2803,0,31.4,71,115,4
1180,2803,0,10.8,70,135,1
1181,2803,1,27.74,124,0,0
1182,2818,0,74.1,285,130,5
1183,2818,1,178.15,69,111,45
1184,2818,0,109.63,392,0,0
1185,2826,0,74.1,285,135,5
1186,2826,1,178.15,69,111,45
1187,2826,0,110.96,401,0,0
1188,2842,0,32.4,71,121,4
1189,2842,0,18.56,119,115,4
1190,2842,1,21.09,82,0,0
1191,2875,0,39.7,92,85,5
1192,2875,0,150.3,60,140,6
1193,2875,1,25.27,89,0,0
1194,2884,1,71.8,268,95,5
1195,2884,0,178.15,69,121,45
1196,2884,0,94.43,316,0,0
1197,2885,0,74.25,287,95,5
1198,2885,0,180.9,69,125,45
1199,2885,1,92.53,303,0,0
1200,2886,0,71.7,287,82,5
1201,2886,1,187.45,69,125,45
1202,2886,0,93.48,309,0,0
1203,2888,1,81.7,287,115,5
1204,2888,0,190.9,69,150,45
1205,2888,0,106.97,354,0,0
1206,2896,0,39.95,92,90,5
1207,2896,0,154.3,60,155,6
1208,2896,1,23.56,84,0,0
1209,2905,0,57.15,173,85,5
1210,2905,0,172.9,58,195,36
1211,2905,1,50.54,168,0,0
1212,2906,0,53.55,131,120,8
1213,2906,0,169.5,58,160,36
1214,2906,1,54.34,185,0,0
1215,2909,0,81.4,287,105,5
1216,2909,1,186.9,69,147,45
1217,2909,0,92.72,310,0,0
1218,2910,0,79.95,287,110,5
1219,2910,1,186.9,69,147,45
1220,2910,0,92.72,310,0,0
1221,2911,1,71.95,287,87,5
1222,2911,0,191.45,69,140,45
1223,2911,0,91.77,304,0,0
1224,2913,0,91.2,304,168,5
1225,2913,1,194.9,69,160,45
1226,2913,0,90.25,314,0,0
1227,2914,0,83.2,287,143,5
1228,2914,1,190.9,69,145,45
1229,2914,0,102.03,360,0,0
1230,2915,0,73.3,268,125,5
1231,2915,0,178.15,69,121,45
1232,2915,1,103.17,354,0,0
1233,2916,0,74.7,287,127,5
1234,2916,0,188.9,69,130,45
1235,2916,1,102.22,348,0,0
1236,2920,0,55.6,259,115,3
1237,2920,0,142.4,40,190,25
1238,2920,1,62.7,250,0,0
1239,2921,0,96.5,434,145,2
1240,2921,0,178.6,96,140,5
1241,2921,1,114.19,445,0,0
1242,2922,0,98.0,434,165,2
1243,2922,1,176.2,96,155,5
1244,2922,0,129.96,474,0,0
1245,2923,0,97.0,434,135,2
1246,2923,1,178.6,96,135,5
1247,2923,0,122.36,461,0,0
1248,2924,0,95.9,458,130,4
1249,2924,1,198.35,139,131,25
1250,2924,0,144.59,517,0,0
1251,2926,1,57.6,263,103,3
1252,2926,0,148.85,60,133,6
1253,2926,0,79.99,303,0,0
1254,2927,0,77.6,440,99,2
1255,2927,1,156.05,58,123,36
1256,2927,0,108.11,396,0,0
1257,2928,0,79.3,440,100,2
1258,2928,1,157.45,58,123,36
1259,2928,0,110.01,409,0,0
1260,2929,0,80.2,431,87,3
1261,2929,1,186.0,69,128,45
1262,2929,0,130.34,452,0,0
1263,2930,0,103.9,534,128,2
1264,2930,1,207.85,84,124,4
1265,2930,0,171.38,583,0,0
1266,2932,0,49.0,109,135,5
1267,2932,0,154.3,60,155,6
1268,2932,1,50.16,168,0,0
1269,2934,1,55.9,148,135,8
1270,2934,0,151.45,60,123,6
1271,2934,0,62.13,206,0,0
1272,2936,0,55.9,148,135,8
1273,2936,0,151.45,60,123,6
1274,2936,1,62.13,206,0,0
1275,2939,0,75.4,263,155,3
1276,2939,1,164.9,58,140,36
1277,2939,0,89.68,326,0,0
1278,2940,0,73.4,263,144,3
1279,2940,1,161.5,58,135,36
1280,2940,0,96.14,332,0,0
1281,2944,0,76.4,263,150,3
1282,2944,1,167.9,58,140,36
1283,2944,0,97.09,339,0,0
1284,2945,0,81.1,285,145,5
1285,2945,1,182.15,69,136,45
1286,2945,0,119.32,395,0,0
1287,2946,0,82.75,304,145,5
1288,2946,1,184.9,69,140,45
1289,2946,0,117.42,382,0,0
1290,2947,0,116.6,534,190,2
1291,2947,0,221.3,84,140,4
1292,2947,1,198.74,690,0,0
1293,2948,0,64.4,148,140,8
1294,2948,0,165.5,58,150,36
1295,2948,1,87.21,297,0,0
1296,2949,0,76.4,263,130,3
1297,2949,0,163.9,58,140,36
1298,2949,1,96.33,333,0,0
1299,2950,0,74.4,263,119,3
1300,2950,1,157.5,58,125,36
1301,2950,0,102.41,360,0,0
1302,2952,0,78.4,263,155,3
1303,2952,1,163.9,58,160,36
1304,2952,0,142.12,535,0,0
1305,2953,0,82.1,285,120,5
1306,2953,1,178.15,69,126,45
1307,2953,0,125.59,423,0,0
1308,2954,0,84.7,304,125,5
1309,2954,1,187.25,69,143,45
1310,2954,0,125.97,417,0,0
1311,2955,0,57.4,148,160,8
1312,2955,1,153.05,60,153,6
1313,2955,0,78.09,275,0,0
1314,2956,0,76.9,263,180,3
1315,2956,1,166.5,58,170,36
1316,2956,0,85.12,382,0,0
1317,2957,0,89.7,304,180,5
1318,2957,1,188.5,69,177,45
1319,2957,0,135.28,464,0,0
1320,2958,0,82.6,285,170,5
1321,2958,1,183.75,69,166,45
1322,2958,0,135.28,464,0,0
1323,2960,0,84.25,304,170,5
1324,2960,1,186.5,69,170,45
1325,2960,0,133.38,451,0,0
1326,2961,0,82.7,304,170,5
1327,2961,1,193.6,69,180,45
1328,2961,0,134.33,458,0,0
1329,2963,0,111.85,507,155,2
1330,2963,1,213.9,84,158,4
1331,2963,0,174.8,584,0,0
1332,2965,0,112.4,534,163,2
1333,2965,1,214.9,84,166,4
1334,2965,0,175.37,589,0,0
1335,2966,0,91.7,304,220,5
1336,2966,0,196.5,69,220,45
1337,2966,1,163.4,547,0,0
1338,2967,0,73.05,268,120,5
1339,2967,1,182.15,69,136,45
1340,2967,0,83.79,283,0,0
1341,2972,0,76.7,287,130,5
1342,2972,0,196.25,69,158,45
1343,2972,1,82.27,272,0,0
1344,2973,0,83.2,287,175,5
1345,2973,1,194.4,69,200,45
1346,2973,0,102.6,346,0,0
1347,2984,0,50.6,96,145,2
1348,2984,0,164.3,60,180,6
1349,2984,1,19.57,82,0,0
1350,2985,0,53.0,109,145,5
1351,2985,0,164.3,60,170,6
1352,2985,1,22.42,90,0,0
1353,2992,0,70.2,190,140,5
1354,2992,0,182.9,58,210,36
1355,2992,1,49.4,175,0,0
1356,2993,0,85.1,285,155,5
1357,2993,1,192.15,69,151,45
1358,2993,0,91.58,317,0,0
1359,2995,0,54.0,109,155,5
1360,2995,0,174.3,60,180,6
1361,2995,1,28.88,119,0,0
1362,2996,0,71.2,190,150,5
1363,2996,0,192.9,58,220,36
1364,2996,1,55.86,204,0,0
1365,2997,0,68.4,148,185,8
1366,2997,0,189.5,58,185,36
1367,2997,1,59.66,220,0,0
1368,2999,0,86.1,285,165,5
1369,2999,1,202.15,69,161,45
1370,2999,0,98.04,346,0,0
1371,3000,0,87.75,304,165,5
1372,3000,1,204.9,69,165,45
1373,3000,0,96.14,332,0,0
1374,3001,0,88.7,304,170,5
1375,3001,1,211.25,69,178,45
1376,3001,0,98.42,340,0,0
1377,3002,0,35.5,39,100,5
1378,3002,0,14.24,62,82,5
1379,3002,1,17.86,85,0,0
1380,3003,0,29.5,39,75,5
1381,3003,0,12.24,62,57,5
1382,3003,1,14.82,56,0,0
1383,3007,1,47.2,183,69,1
1384,3007,0,29.32,338,64,1
1385,3007,0,48.83,183,0,0
1386,3009,0,47.2,183,69,1
1387,3009,0,29.32,338,64,1
1388,3009,1,48.83,183,0,0
1389,3010,1,48.9,183,70,1
1390,3010,0,29.12,338,67,1
1391,3010,0,50.73,196,0,0
1392,3015,0,27.3,39,60,5
1393,3015,0,11.84,62,65,5
1394,3015,1,11.97,47,0,0
1395,3024,0,29.8,39,73,5
1396,3024,0,13.84,62,80,5
1397,3024,1,17.86,80,0,0
1398,3031,1,46.4,154,69,2
1399,3031,0,28.92,338,72,1
1400,3031,0,45.98,174,0,0
1401,3035,0,48.1,154,70,2
1402,3035,0,28.72,338,75,1
1403,3035,1,47.88,187,0,0
1404,3047,0,37.1,91,55,3
1405,3047,0,21.28,220,95,8
1406,3047,1,33.25,116,0,0
1407,3048,0,41.1,91,80,3
1408,3048,0,21.28,220,95,8
1409,3048,1,44.27,157,0,0
1410,3049,0,41.7,115,80,3
1411,3049,0,18.28,220,68,8
1412,3049,1,27.55,130,0,0
1413,3050,1,39.7,115,69,3
1414,3050,0,19.48,220,67,8
1415,3050,0,34.01,137,0,0
1416,3065,0,39.7,115,69,3
1417,3065,1,19.48,220,67,8
1418,3065,0,34.01,137,0,0
1419,3079,0,41.4,115,70,3
1420,3079,0,19.28,220,70,8
1421,3079,1,35.91,150,0,0
1422,3081,0,43.7,115,105,3
1423,3081,0,19.28,220,95,8
1424,3081,1,42.56,156,0,0
1425,3082,1,42.7,115,75,3
1426,3082,0,18.28,220,65,8
1427,3082,0,34.96,143,0,0
1428,3083,1,53.35,157,75,5
1429,3083,0,22.96,183,70,8
1430,3083,0,57.19,199,0,0
1431,3084,0,53.35,157,75,5
1432,3084,0,22.96,183,70,8
1433,3084,1,57.19,199,0,0
1434,3090,1,46.45,157,70,5
1435,3090,0,22.86,183,68,8
1436,3090,0,55.29,186,0,0
1437,3091,0,46.45,157,70,5
1438,3091,0,22.86,183,68,8
1439,3091,1,55.29,186,0,0
1440,3093,1,43.9,157,57,5
1441,3093,0,23.01,183,63,8
1442,3093,0,56.24,193,0,0
1443,3096,0,43.9,157,57,5
1444,3096,0,23.01,183,63,8
1445,3096,1,56.24,193,0,0
1446,3099,0,47.4,157,75,5
1447,3099,0,22.46,183,65,8
1448,3099,1,57.57,194,0,0
1449,3102,1,48.9,157,105,5
1450,3102,0,23.96,183,100,8
1451,3102,0,68.97,237,0,0
1452,3103,0,48.9,157,105,5
1453,3103,0,23.96,183,100,8
1454,3103,1,68.97,237,0,0
1455,3104,0,53.9,157,90,5
1456,3104,0,23.96,183,90,8
1457,3104,1,69.73,238,0,0
1458,3106,0,49.9,157,88,5
1459,3106,0,24.46,183,80,8
1460,3106,1,65.74,250,0,0
1461,3108,1,29.6,72,64,3
1462,3108,0,13.96,106,67,2
1463,3108,0,19.0,89,0,0
1464,3109,0,29.6,72,64,3
1465,3109,0,13.96,106,67,2
1466,3109,1,19.0,89,0,0
1467,3110,0,31.3,72,65,3
1468,3110,0,13.76,106,70,2
1469,3110,1,20.9,102,0,0
1470,3112,0,37.3,95,65,3
1471,3112,0,130.45,40,141,15
1472,3112,1,42.18,152,0,0
1473,3116,1,37.2,114,52,3
1474,3116,0,139.75,40,145,15
1475,3116,0,41.23,145,0,0
1476,3117,0,39.2,114,70,3
1477,3117,0,139.2,40,154,15
1478,3117,1,43.89,152,0,0
1479,3118,0,41.4,95,85,3
1480,3118,0,143.2,40,165,15
1481,3118,1,36.86,134,0,0
1482,3119,0,49.2,115,110,3
1483,3119,0,14.76,106,86,2
1484,3119,1,24.32,117,0,0
1485,3120,0,47.2,115,99,3
1486,3120,0,15.96,106,85,2
1487,3120,1,19.0,94,0,0
1488,3125,0,48.9,115,100,3
1489,3125,0,15.76,106,88,2
1490,3125,1,20.9,107,0,0
1491,3126,1,50.2,115,105,3
1492,3126,0,14.76,106,83,2
1493,3126,0,19.95,100,0,0
1494,3127,0,51.5,137,100,5
1495,3127,0,127.05,40,106,15
1496,3127,1,42.18,156,0,0
1497,3129,0,51.4,157,87,5
1498,3129,0,136.35,40,110,15
1499,3129,1,41.23,150,0,0
1500,3158,0,42.4,66,120,3
1501,3158,0,143.2,40,165,15
1502,3158,1,39.33,144,0,0
1503,3160,0,51.2,132,133,5
1504,3160,0,133.8,40,138,15
1505,3160,1,45.98,185,0,0
1506,3161,0,50.65,132,120,5
1507,3161,0,125.8,40,125,15
1508,3161,1,55.48,210,0,0
1509,3370,0,55.2,380,64,2
1510,3370,1,131.8,40,150,15
1511,3370,0,61.37,205,0,0
1512,3372,0,56.4,380,84,2
1513,3372,1,131.8,40,155,15
1514,3372,0,66.88,229,0,0
1515,3373,0,57.4,380,89,2
1516,3373,1,156.0,70,145,3
1517,3373,0,89.87,329,0,0
1518,3418,0,47.2,132,129,5
1519,3418,0,131.8,40,135,15
1520,3418,1,67.26,223,0,0
1521,3508,0,58.2,380,70,2
1522,3508,0,138.2,40,155,15
1523,3508,1,62.32,211,0,0
1524,3522,0,52.2,132,115,5
1525,3522,0,138.2,40,120,15
1526,3522,1,53.58,185,0,0
1527,3536,0,59.2,380,100,2
1528,3536,0,138.2,40,185,15
1529,3536,1,82.84,322,0,0
1530,3537,0,61.4,380,125,2
1531,3537,0,162.4,70,180,3
1532,3537,1,111.34,447,0,0
1533,3539,0,53.2,132,145,5
1534,3539,0,138.2,40,150,15
1535,3539,1,74.1,296,0,0
1536,3566,0,34.6,75,93,4
1537,3566,0,17.36,115,90,8
1538,3566,1,30.97,120,0,0
1539,3626,0,34.05,75,80,4
1540,3626,0,17.36,115,75,8
1541,3626,1,17.29,74,0,0
1542,3655,0,32.6,75,85,4
1543,3655,0,17.36,115,80,8
1544,3655,1,17.29,74,0,0
1545,3663,0,32.95,120,70,3
1546,3663,0,142.55,46,151,16
1547,3663,1,26.03,100,0,0
1548,3684,0,35.15,120,95,3
1549,3684,0,142.55,46,146,16
1550,3684,1,54.53,225,0,0
1551,3740,0,38.15,120,130,3
1552,3740,0,142.55,46,126,16
1553,3740,1,31.54,137,0,0
1554,3748,0,34.15,120,85,3
1555,3748,0,142.55,46,106,16
1556,3748,1,29.26,115,0,0
1557,3804,1,29.95,75,65,4
1558,3804,0,17.26,115,78,8
1559,3804,0,25.46,96,0,0
1560,3805,0,29.95,75,65,4
1561,3805,0,17.26,115,78,8
1562,3805,1,25.46,96,0,0
1563,3807,0,27.15,75,75,4
1564,3807,0,17.26,115,73,8
1565,3807,1,15.39,61,0,0
1566,3827,0,26.6,75,70,4
1567,3827,0,17.46,115,70,8
1568,3827,1,16.34,67,0,0
1569,3927,0,27.4,75,52,4
1570,3927,0,17.41,115,73,8
1571,3927,1,26.41,102,0,0
1572,3928,0,24.6,75,62,4
1573,3928,0,17.41,115,68,8
1574,3928,1,16.34,67,0,0
1575,4007,0,27.4,75,60,4
1576,4007,0,18.16,115,85,8
1577,4007,1,30.97,112,0,0
1578,4008,0,28.4,75,65,4
1579,4008,0,18.16,115,80,8
1580,4008,1,26.41,102,0,0
1581,4009,0,25.6,75,75,4
1582,4009,0,18.16,115,75,8
1583,4009,1,16.34,67,0,0
1584,4046,0,26.1,75,77,4
1585,4046,0,17.86,115,80,8
1586,4046,1,16.34,67,0,0
1587,4077,0,27.6,75,80,4
1588,4077,0,18.86,115,85,8
1589,4077,1,17.29,74,0,0
1590,4092,0,34.6,120,130,3
1591,4092,0,155.3,46,190,16
1592,4092,1,38.95,137,0,0
1593,4096,0,39.8,120,190,3
1594,4096,0,155.3,46,165,16
1595,4096,1,44.46,173,0,0
1596,4111,0,26.6,75,80,4
1597,4111,0,19.36,115,85,8
1598,4111,1,14.44,58,0,0
1599,4154,0,30.9,75,70,4
1600,4154,0,16.86,115,75,8
1601,4154,1,23.18,88,0,0
1602,4156,0,28.1,75,80,4
1603,4156,0,16.86,115,70,8
1604,4156,1,13.11,53,0,0
1605,4186,0,31.4,75,79,4
1606,4186,0,17.36,115,95,8
1607,4186,1,21.66,89,0,0
1608,4187,0,28.6,75,89,4
1609,4187,0,17.36,115,90,8
1610,4187,1,11.59,54,0,0
1611,4205,0,32.6,120,95,3
1612,4205,0,149.1,46,163,16
1613,4205,1,33.63,118,0,0
1614,4211,0,32.6,120,100,3
1615,4211,0,155.3,46,175,16
1616,4211,1,41.23,151,0,0
1617,4213,0,33.8,120,115,3
1618,4213,0,155.3,46,130,16
1619,4213,1,41.8,154,0,0
1620,4217,0,28.6,75,102,4
1621,4217,0,17.36,115,95,8
1622,4217,1,19.0,78,0,0
1623,4229,0,32.6,75,120,4
1624,4229,0,18.36,115,110,8
1625,4229,1,12.92,60,0,0
1626,4241,0,28.5,130,58,3
1627,4241,0,147.3,46,151,16
1628,4241,1,25.65,123,0,0
1629,4250,0,33.2,130,90,3
1630,4250,0,155.3,46,185,16
1631,4250,1,44.84,190,0,0
1632,4251,0,39.8,120,135,3
1633,4251,0,155.3,46,180,16
1634,4251,1,8.74,49,0,0
1635,4255,0,48.6,170,120,3
1636,4255,0,145.3,46,138,16
1637,4255,1,17.1,85,0,0
1638,4277,0,52.9,193,123,3
1639,4277,0,147.3,46,146,16
1640,4277,1,28.88,138,0,0
